amount,hour,distance_from_home_km,is_foreign,tx_last_24h,account_age_days,merchant_risk_score,is_fraud
23.1,18,18.72,0,4,2203,0.3808,0
97.16,5,24.9,0,6,2587,0.1698,0
9.01,21,4.65,0,3,716,0.5153,0
66.5,18,35.28,0,2,2635,0.3507,0
71.69,13,22.98,0,2,1938,0.5079,0
636.84,3,10.76,0,6,630,0.0828,0
74.97,19,8.63,0,1,786,0.1425,0
40.02,20,12.93,0,5,505,0.1219,0
55.19,8,2.3,0,4,1611,0.1962,0
7.86,22,27.04,0,4,2795,0.0403,0
65.98,8,31.18,0,7,1737,0.2046,0
67.87,0,50.36,0,6,223,0.1762,0
24.29,0,0.21,0,0,1967,0.1925,0
473.12,23,16.81,0,1,2779,0.1644,0
70.75,2,20.28,0,1,385,0.0927,0
11.93,8,10.4,0,4,863,0.3664,0
19.19,11,-999.0,0,1,1238,0.2219,0
36.16,9,12.49,0,6,697,0.1642,0
19.32,11,43.95,0,3,1729,0.562,0
53.44,6,10.19,0,1,2274,0.3948,0
97.98,18,26.8,0,3,2006,0.1467,0
91.88,9,23.02,0,3,103,0.1905,0
19.46,12,6.58,1,5,1874,0.0534,0
27.8,3,15.91,0,1,2696,0.0528,0
69.45,17,13.81,0,2,521,0.1356,0
78.94,16,60.54,0,5,1638,0.0305,0
65.34,3,0.61,1,2,2527,0.0692,0
7.75,9,22.39,0,0,993,0.2238,0
157.2,15,11.7,0,1,1117,0.203,0
70.65,13,16.63,0,7,2413,0.3523,0
56.87,23,26.76,1,4,206,0.3695,0
309.16,0,3.32,0,6,2309,0.2561,0
476.79,6,17.53,0,5,479,0.2342,0
79.09,2,16.48,0,2,2583,0.2199,0
14.8,19,-999.0,0,1,88,0.0542,0
50.37,3,16.79,0,4,1841,0.2174,0
25.97,13,19.16,0,2,2053,0.0934,0
144.18,18,28.89,0,4,598,0.45,0
168.66,4,60.29,0,2,2626,0.2439,0
28.66,5,20.59,0,6,1046,0.2593,0
163.42,20,4.67,0,2,341,0.0739,0
36.83,6,13.83,0,2,1254,0.5317,0
691.73,9,20.44,1,1,2591,0.0843,0
143.05,9,20.03,0,2,2723,0.1881,0
60.77,9,2.63,0,6,2590,0.0218,0
322.89,12,28.08,0,2,2152,0.2021,0
37.66,9,67.94,0,2,237,0.4981,0
16.81,9,18.89,0,3,1882,0.0479,0
30.49,9,22.52,0,2,2461,0.0703,0
7.55,6,-999.0,0,2,942,0.3056,0
59.26,16,4.6,0,4,1891,0.0844,0
38.2,7,18.59,0,1,2552,0.0455,0
58.84,23,13.97,0,2,731,0.2528,0
12.48,22,33.94,0,3,2333,0.1226,0
90.26,6,6.4,0,5,141,0.0744,1
120.63,5,3.25,0,4,152,0.1573,0
12.11,7,14.3,0,1,1471,0.0691,0
15.83,22,11.06,0,2,2902,0.297,0
30.83,2,18.78,0,0,2385,0.187,0
33.64,4,14.32,0,2,1567,0.221,0
128.16,1,7.22,0,2,2915,0.3351,0
8.4,9,68.47,1,4,1157,0.2525,0
301.11,12,3.76,0,4,2953,0.1633,0
6.63,10,31.14,0,3,1591,0.0908,0
90.05,11,16.27,1,2,2509,0.2432,0
92.36,8,25.08,0,5,2574,0.233,0
17.05,18,22.81,0,1,2829,0.0539,0
85.76,1,64.5,0,6,1319,0.0584,0
44.23,23,16.89,0,4,1281,0.2575,0
88.82,0,-999.0,0,3,173,0.1795,0
41.23,21,15.41,0,2,2629,0.0817,0
81.94,9,30.77,0,4,1908,0.4307,0
37.53,20,32.86,0,3,1960,0.2787,0
67.07,14,20.78,0,7,2462,0.27,0
55.39,1,7.45,1,3,2450,0.1632,0
97.33,10,12.95,0,3,313,0.3211,0
16.67,15,67.33,0,4,2183,0.1121,0
42.78,11,21.13,0,3,724,0.0939,0
46.02,10,15.75,0,5,2894,0.0382,0
24.83,10,2.22,0,4,1719,0.3574,0
34.7,11,15.13,0,3,2149,0.436,0
47.04,3,62.39,0,3,2783,0.2472,0
12.71,22,52.45,0,5,1263,0.3184,0
4.39,13,34.1,0,1,1253,0.0987,0
5.16,4,19.97,0,4,1611,0.0842,0
27.14,14,17.33,0,4,2662,0.0243,0
248.21,9,7.93,0,3,312,0.3146,0
27.84,20,6.21,0,5,2575,0.262,0
98.49,1,39.97,0,4,2551,0.1383,0
35.89,2,38.22,1,5,2521,0.1145,0
36.13,4,35.23,0,1,2139,0.0748,0
26.99,14,5.17,0,1,1408,0.0354,0
27.49,23,21.84,0,1,271,0.1848,0
139.63,1,20.54,0,2,2851,0.1879,0
39.67,18,1.12,0,3,1662,0.0811,0
45.62,10,9.78,0,4,225,0.164,0
28.22,9,83.74,0,1,1154,0.228,0
17.5,22,1.6,0,1,2832,0.0838,0
57.2,9,64.2,0,3,2044,0.3338,0
16.0,13,9.38,0,5,728,0.1604,0
26.6,16,42.66,0,5,574,0.1726,0
14.85,8,10.14,0,2,1312,0.1828,0
88.64,10,10.41,0,2,1656,0.0983,0
47.16,18,2.01,0,2,850,0.2037,0
16.45,23,22.95,0,2,2931,0.0601,0
47.46,16,19.42,0,0,1033,0.1323,0
25.52,6,22.79,0,2,1070,0.2655,0
33.78,18,16.61,0,1,913,0.3483,0
39.83,21,23.29,0,2,1385,0.1381,0
97.72,17,18.93,0,4,2732,0.3009,0
74.0,16,31.6,0,4,2273,0.1851,0
23.75,19,14.59,0,5,2550,0.1994,0
73.66,22,11.15,0,5,343,0.1698,0
132.89,5,16.5,0,2,2180,0.1814,0
27.97,20,1.57,0,2,1390,0.2458,0
38.05,16,42.07,0,5,369,0.1903,0
11.07,7,6.88,0,1,396,0.0985,0
36.28,20,13.57,0,5,666,0.1446,0
7.66,11,26.12,0,6,141,0.0868,0
3.46,17,86.17,0,3,591,0.2067,0
104.59,0,12.24,0,0,2921,0.1343,0
132.86,19,25.44,0,2,542,0.1923,0
46.7,14,1.12,0,2,551,0.3163,0
14.01,13,46.04,0,2,2359,0.0641,0
53.77,23,40.85,0,2,88,0.2485,0
106.13,6,1.91,0,4,2557,0.4358,0
12.31,6,19.48,0,2,2466,0.2505,0
216.92,21,4.25,1,4,729,0.204,0
224.31,17,3.94,0,2,1876,0.1905,0
167.89,16,19.44,1,1,2986,0.2635,0
110.66,5,51.55,0,2,2958,0.1038,0
29.34,4,21.11,0,5,474,0.1355,0
40.0,23,12.53,0,4,574,0.1902,0
16.94,19,3.13,1,3,1098,0.3836,0
155.87,5,38.05,0,0,1487,0.1345,0
6.06,2,10.8,0,0,525,0.1478,0
258.83,3,33.61,0,8,2548,0.4399,0
198.5,2,2.11,0,3,174,0.0998,0
185.56,20,-999.0,0,2,1903,0.0509,0
24.03,12,25.2,0,3,1909,0.0699,0
269.0,23,7.22,0,3,1056,0.3045,0
88.51,12,8.18,0,3,1367,0.1164,0
95.91,13,5.81,0,3,2179,0.3412,0
28.89,15,20.4,0,5,2188,0.0499,0
16.67,4,3.1,0,6,797,0.3,0
46.5,6,2.41,0,2,1167,0.1302,0
37.31,8,3.77,0,2,855,0.2348,0
64.45,0,38.05,0,3,2404,0.1796,0
165.25,12,22.17,0,5,2199,0.3666,0
10.8,6,10.44,0,4,2091,0.2606,0
32.49,18,28.83,0,6,1761,0.2932,0
9.93,17,96.89,0,6,546,0.1786,0
10.6,20,5.88,0,4,219,0.4415,0
35.5,15,16.94,0,4,1769,0.1369,0
31.29,1,72.68,0,3,1416,0.1385,0
87.23,0,23.98,0,7,1696,0.1235,0
57.09,7,19.53,0,2,628,0.2971,0
2.54,4,12.31,0,2,1282,0.1792,0
48.49,23,17.94,0,0,1592,0.1958,0
9.51,20,20.32,0,3,1334,0.0935,0
21.16,21,-999.0,0,3,1329,0.1271,1
89.01,21,19.52,0,1,1839,0.0606,0
41.34,12,10.44,1,3,2245,0.1102,0
7.95,13,45.1,0,3,2339,0.1588,0
86.18,9,0.74,0,4,212,0.1925,0
19.62,21,43.18,0,4,452,0.134,0
26.09,5,20.37,0,6,1758,0.1685,0
37.16,9,19.01,0,4,1993,0.1039,0
185.86,5,23.04,0,3,1843,0.1262,0
14.11,15,7.29,0,5,576,0.3991,0
104.88,5,10.14,1,0,945,0.0487,0
52.55,9,14.53,0,3,2515,0.4424,0
65.65,15,7.19,0,4,1330,0.1264,0
81.0,11,9.84,0,3,1030,0.1494,0
53.14,22,46.43,0,2,624,0.2534,0
71.77,16,44.03,0,3,1001,0.3972,0
19.32,9,14.03,0,4,306,0.2922,0
81.74,18,2.1,1,8,555,0.4253,0
19.95,16,34.03,0,2,2917,0.0564,0
19.43,23,39.03,0,5,656,0.1592,0
73.87,16,32.16,1,1,1802,0.0068,0
25.33,5,30.09,0,3,2543,0.2256,0
77.17,2,68.67,0,3,1384,0.0887,0
140.19,17,37.1,0,2,2497,0.2883,0
44.81,0,20.7,0,5,2582,0.266,0
23.92,7,9.33,1,1,2810,0.2357,0
42.37,23,20.44,0,7,1504,0.0341,0
43.04,4,2.66,0,1,1105,0.1116,0
6.45,23,19.03,0,2,960,0.1499,0
60.3,16,23.45,0,4,2154,0.118,0
54.14,1,9.06,0,3,723,0.1128,0
36.36,15,4.18,0,1,137,0.2123,0
8.8,4,3.58,0,1,2291,0.1956,0
35.93,0,41.63,0,1,2013,0.1655,0
15.94,17,9.13,0,1,180,0.1331,0
15.82,2,12.7,0,6,288,0.3961,0
29.41,18,27.08,0,3,2351,0.0474,0
7.93,18,5.73,0,4,857,0.3107,0
17.14,13,10.58,0,2,1893,0.3195,0
48.35,23,54.07,0,4,2948,0.1788,0
11.98,18,4.98,0,4,2130,0.1152,0
21.19,22,23.72,0,3,787,0.0812,0
16.14,5,28.39,0,4,1064,0.1263,0
50.09,0,56.96,0,4,1606,0.2257,0
39.38,21,21.81,0,2,1645,0.0846,0
50.23,4,21.18,0,3,1178,0.0239,0
127.51,1,9.26,0,6,91,0.4659,0
43.41,4,24.02,0,0,603,0.1261,0
6.74,7,5.87,0,6,1637,0.1192,0
9.27,9,0.27,0,4,747,0.2227,0
56.1,23,14.17,0,5,447,0.1594,0
25.0,0,9.96,1,5,1498,0.1228,0
42.05,9,3.52,0,3,184,0.267,0
34.98,23,16.86,0,3,1521,0.345,0
23.8,14,63.3,0,3,2723,0.3708,0
12.46,0,10.03,0,3,1347,0.6688,0
32.63,5,12.48,0,3,1975,0.1648,0
208.52,3,9.2,0,3,176,0.1742,0
51.71,0,3.38,0,3,2021,0.1696,0
17.25,14,11.82,0,4,954,0.2467,0
10.66,7,7.42,0,3,2376,0.2063,0
51.43,5,22.74,0,2,1374,0.2126,0
60.99,11,16.95,0,2,1154,0.3395,0
52.05,11,12.82,0,2,1289,0.0939,0
17.15,19,10.25,0,4,127,0.0552,0
21.24,16,18.91,0,1,1339,0.3594,0
7.23,15,13.2,1,4,1379,0.0428,0
31.48,8,55.49,1,2,792,0.035,0
18.51,16,55.01,1,6,1497,0.1199,0
44.48,5,6.93,1,2,886,0.1189,0
6.13,15,3.82,0,3,776,0.1118,0
45.59,18,7.79,0,2,2987,0.2705,0
32.29,18,4.84,0,2,2901,0.1924,0
69.28,1,34.7,0,4,2460,0.1031,0
33.0,7,21.98,1,10,1596,0.1689,0
53.43,21,39.2,0,4,2733,0.1588,0
25.17,23,47.48,0,1,2798,0.2983,0
48.65,1,7.08,0,4,1163,0.1617,0
88.65,7,23.84,0,2,1061,0.1448,0
135.82,2,-999.0,0,5,696,0.0795,0
45.89,1,18.94,0,3,2734,0.0618,0
62.71,3,58.08,0,0,158,0.3021,0
73.74,23,7.0,0,3,695,0.0475,0
11.91,15,7.59,0,3,1520,0.192,0
8.7,10,15.02,1,2,77,0.2356,0
6.51,23,0.87,0,5,1997,0.0719,0
6.1,9,30.02,0,5,191,0.0442,0
83.0,10,8.89,0,3,2145,0.3318,0
27.93,22,21.11,0,0,2167,0.1378,0
82.14,10,43.15,0,0,1232,0.0376,0
65.28,14,34.38,0,2,285,0.183,0
18.02,1,15.34,0,6,2074,0.114,0
16.85,4,38.64,0,1,1975,0.2287,0
154.75,0,12.2,0,3,2524,0.0525,0
141.7,18,20.1,0,3,980,0.2853,0
290.44,20,19.84,0,0,1641,0.1716,0
235.81,21,-999.0,0,1,750,0.2006,0
20.28,19,3.53,0,2,1237,0.4025,0
30.79,8,4.56,0,2,2086,0.1163,0
22.39,16,12.65,0,5,2586,0.1405,0
10.57,6,20.99,0,4,478,0.3445,0
6.45,19,6.39,1,2,1037,0.0657,0
148.49,11,40.62,0,3,1090,0.0058,0
52.28,13,17.04,0,2,2141,0.2401,0
36.27,20,16.35,0,1,1807,0.1235,0
63.72,18,1.34,0,3,1792,0.3617,0
109.54,11,18.28,0,4,2682,0.3095,0
51.07,18,7.36,0,2,581,0.1441,0
7.37,10,39.2,0,4,2516,0.1418,0
48.34,0,19.92,0,1,2159,0.2713,0
8.91,13,24.7,0,1,2857,0.2463,0
137.5,19,3.46,0,4,2447,0.328,0
35.24,1,19.0,0,3,1702,0.0329,0
42.2,16,-999.0,1,4,1709,0.1324,0
71.99,15,35.86,0,3,922,0.4283,1
5.46,13,19.56,0,4,459,0.0876,0
79.33,14,31.24,0,5,2002,0.0628,0
120.03,12,10.12,0,1,449,0.2057,0
21.04,1,0.04,0,3,1878,0.2508,0
53.32,13,72.92,0,4,505,0.2545,0
95.22,12,38.48,0,2,2887,0.0653,0
49.28,14,62.74,0,0,1584,0.1232,0
14.62,13,13.17,0,4,212,0.1856,0
71.0,21,6.25,0,3,1645,0.2791,0
265.42,22,4.44,0,4,1165,0.135,0
59.5,18,30.34,1,0,1969,0.0298,0
220.7,16,34.63,0,2,324,0.0356,0
10.1,21,57.88,0,5,1953,0.2125,0
24.12,0,8.12,0,2,1670,0.3004,0
11.3,18,28.18,0,3,2230,0.18,0
10.01,17,28.99,0,3,2404,0.4508,0
86.84,4,4.06,0,1,2124,0.2848,0
156.13,4,25.93,0,2,2314,0.3463,0
6.38,4,13.02,0,4,2400,0.1283,0
34.74,4,58.03,1,2,1238,0.0796,0
58.98,7,24.38,0,1,2248,0.4542,0
56.97,8,18.51,0,5,2312,0.0887,0
12.24,18,11.14,0,3,697,0.1043,0
21.42,22,72.49,0,1,2048,0.4414,0
104.37,20,-999.0,0,1,2278,0.4136,0
21.04,4,-999.0,0,3,2553,0.1733,0
18.89,11,6.83,1,2,1214,0.216,0
12.94,3,50.76,0,1,2954,0.5354,0
6.76,22,-999.0,0,3,392,0.2339,0
52.4,2,18.47,0,4,1800,0.5008,0
86.16,10,2.3,0,2,844,0.306,0
58.94,10,83.26,0,3,1488,0.1788,0
123.0,10,1.49,0,2,1107,0.126,0
7.84,19,34.24,0,1,1239,0.0267,0
52.47,9,24.73,0,4,759,0.4161,0
148.28,5,2.84,0,2,1433,0.3868,0
25.98,9,25.67,0,2,2299,0.2652,0
38.35,23,46.41,0,3,1650,0.3081,0
169.83,14,0.03,0,3,543,0.2432,0
51.94,4,7.14,0,2,2030,0.3642,0
24.68,13,12.33,0,4,731,0.3441,0
115.1,15,13.25,0,1,1750,0.0723,0
49.8,17,20.67,0,5,2645,0.238,0
59.63,5,23.82,0,7,1893,0.1433,0
21.13,0,2.76,0,1,1536,0.2062,0
60.09,20,17.08,0,3,1748,0.1253,0
153.73,10,22.42,0,3,1817,0.4709,0
242.48,21,38.85,0,3,1121,0.1548,0
16.5,0,3.99,0,2,39,0.1711,0
30.19,2,40.43,0,5,1286,0.223,0
18.99,19,5.0,0,2,2483,0.0941,0
89.02,17,1.5,0,2,835,0.4389,0
27.45,2,4.72,0,1,1048,0.5464,0
101.04,1,4.36,1,4,1142,0.2518,0
8.01,3,33.22,0,0,336,0.3341,0
12.22,18,16.8,0,3,51,0.3796,0
9.19,9,9.15,0,1,2706,0.0961,0
145.97,9,22.91,0,1,1065,0.0802,0
19.01,16,10.62,0,1,693,0.357,0
16.34,9,32.85,0,7,2821,0.1449,0
89.15,9,-999.0,0,5,1186,0.0729,0
70.33,11,34.45,1,1,860,0.2757,0
11.56,14,13.06,0,2,2673,0.347,0
44.29,14,60.76,0,3,1843,0.2108,0
34.31,9,31.0,0,2,543,0.1258,0
2.26,19,5.8,0,4,1102,0.2918,0
94.27,12,24.94,0,2,2447,0.2093,0
11.47,15,8.03,0,2,1644,0.084,0
54.27,23,34.06,0,3,806,0.1953,0
4.51,4,15.23,1,1,1618,0.1648,0
170.43,18,10.12,0,2,1043,0.2056,0
100.89,1,13.69,0,2,1137,0.2076,0
34.92,20,29.83,0,3,2798,0.063,0
426.87,13,13.94,0,3,2834,0.3023,0
65.0,18,15.83,0,5,22,0.1865,0
12.92,16,65.83,0,1,462,0.1558,0
277.11,16,66.63,0,3,1781,0.1969,0
81.04,1,21.97,0,2,1730,0.2484,0
31.13,18,52.63,0,5,2830,0.133,0
28.07,18,4.77,0,2,939,0.1732,0
102.17,20,11.74,0,4,1973,0.2958,0
6.6,2,13.62,0,1,1772,0.1337,0
53.34,2,1.35,0,2,1326,0.1315,0
32.37,6,-999.0,0,0,1111,0.2448,0
61.32,3,13.11,0,1,1268,0.0536,0
87.59,8,1.47,0,6,1238,0.1836,0
73.91,12,-999.0,0,3,883,0.2827,0
20.5,19,14.63,0,2,2978,0.1232,0
21.09,16,24.75,1,2,2760,0.327,0
71.75,22,1.47,0,2,2396,0.1019,0
44.7,14,9.28,0,4,2650,0.239,0
52.24,17,20.19,0,4,2456,0.0181,0
19.23,19,23.16,0,4,2278,0.2122,0
16.06,10,17.52,0,4,316,0.126,0
63.97,1,19.25,0,3,703,0.1876,0
30.24,23,20.18,0,4,2312,0.3228,0
454.59,23,22.38,0,11,1291,0.2411,0
72.59,18,-999.0,0,4,312,0.0111,0
54.67,14,11.57,0,3,2332,0.2035,0
42.46,22,37.4,0,4,1734,0.2938,0
114.91,12,39.14,0,5,2015,0.2165,0
273.07,4,5.87,0,2,1271,0.0073,0
227.03,17,13.59,0,5,467,0.5821,0
11.2,11,18.56,0,3,1074,0.095,0
85.22,19,20.22,1,4,2756,0.1391,0
68.78,2,4.23,0,2,1498,0.1145,0
10.76,20,13.49,0,5,2011,0.3159,0
96.19,4,11.21,1,3,1254,0.1848,0
7.5,7,29.48,0,3,697,0.15,0
109.97,7,46.07,0,2,616,0.2248,0
19.17,9,5.36,0,0,2403,0.0836,0
130.77,10,26.53,0,4,286,0.1282,0
11.39,0,3.09,1,3,2721,0.0228,0
169.81,21,21.97,0,3,586,0.2432,0
23.81,22,75.3,0,4,55,0.1662,0
33.85,14,9.76,0,2,689,0.2387,0
81.63,12,39.4,0,3,962,0.3193,0
149.14,8,13.86,0,2,1305,0.2486,0
86.47,18,8.73,0,4,556,0.2653,0
191.58,11,30.49,0,2,1564,0.6146,0
32.4,11,10.55,0,5,2801,0.4387,0
72.2,9,0.99,0,2,422,0.1025,0
101.36,23,11.11,1,1,2562,0.3131,0
63.73,2,32.77,0,5,1241,0.252,0
7.75,13,31.1,0,1,1289,0.0774,0
98.89,2,4.42,0,3,1987,0.3597,0
44.36,9,-999.0,0,4,2842,0.0827,0
104.75,19,-999.0,0,3,1582,0.0633,0
39.24,4,-999.0,0,5,1705,0.2294,0
22.97,13,2.45,0,5,1038,0.3794,0
34.42,9,8.27,0,3,2640,0.1302,0
273.3,9,21.15,0,2,2929,0.3182,0
24.76,9,52.22,1,3,2198,0.2275,0
100.44,19,38.84,0,3,1339,0.1087,0
60.97,14,58.73,0,1,879,0.1189,0
30.51,12,23.68,0,2,2967,0.0927,0
17.96,6,29.21,0,1,2493,0.3495,0
182.82,20,7.86,0,3,2408,0.1356,0
32.82,14,15.5,0,1,805,0.0326,0
20.47,23,26.35,1,4,475,0.16,0
148.74,9,2.34,1,4,2751,0.3422,0
204.77,13,24.19,0,2,657,0.2029,0
122.8,10,19.88,0,3,2224,0.2678,0
31.27,8,53.95,0,2,472,0.1629,0
164.14,21,31.36,0,3,2419,0.2191,0
59.25,9,40.34,0,3,163,0.3498,0
164.48,0,15.13,0,3,1318,0.23,0
104.69,10,8.52,0,3,644,0.0991,0
93.4,19,2.29,0,3,543,0.1138,0
59.65,6,6.91,0,1,108,0.4099,0
12.83,21,13.63,0,4,445,0.1378,0
25.38,6,32.02,0,3,2924,0.3101,0
32.05,17,53.8,1,1,383,0.1028,0
73.66,4,34.08,1,7,2663,0.0899,0
15.7,15,45.67,0,3,1366,0.0608,0
40.88,18,19.43,0,5,768,0.0341,0
54.74,2,8.91,0,3,1842,0.4571,0
155.25,18,16.73,0,5,1126,0.0577,0
16.6,21,12.22,0,0,686,0.2033,0
172.68,4,46.07,0,3,1495,0.0338,0
91.97,9,9.6,0,3,2159,0.222,0
551.7,8,30.84,0,6,1627,0.219,0
10.26,15,5.42,0,6,371,0.2675,0
24.5,7,60.71,0,2,707,0.3642,0
19.5,2,-999.0,0,4,1529,0.2173,0
10.23,2,37.68,0,2,1764,0.16,0
15.94,8,63.3,0,2,2262,0.212,0
40.84,3,128.35,0,4,1780,0.063,0
35.65,21,18.7,0,5,2723,0.1138,0
179.32,1,4.15,0,4,890,0.1432,0
8.23,12,13.88,0,3,1583,0.2499,0
29.26,12,9.64,0,4,1102,0.0676,0
20.47,12,3.44,1,4,1481,0.0374,0
12.72,17,21.04,0,3,2094,0.0403,0
18.82,9,10.65,0,3,1797,0.3438,0
4.24,8,21.01,0,3,848,0.3588,0
64.31,5,62.1,0,2,888,0.207,0
210.41,1,4.07,0,1,2255,0.2043,1
20.87,20,29.74,0,2,2829,0.1806,0
43.44,10,72.07,0,3,1399,0.1202,0
243.78,6,9.88,0,3,97,0.0392,0
189.75,6,10.31,0,4,2618,0.1265,0
16.46,12,26.52,0,1,904,0.1935,0
25.45,17,5.93,0,4,1226,0.1923,0
9.33,11,8.3,0,2,953,0.2665,0
69.42,15,-999.0,0,2,2246,0.3299,0
10.58,17,27.55,0,1,2476,0.3373,0
13.13,14,6.2,0,9,101,0.2825,0
86.85,3,6.28,0,2,872,0.3386,0
150.99,23,-999.0,0,2,1514,0.1818,0
17.64,7,22.38,0,5,2885,0.0698,0
20.31,18,14.32,0,3,1904,0.1499,0
35.43,12,29.3,0,1,747,0.209,0
9.39,23,15.98,0,8,2628,0.062,0
104.64,23,3.07,0,4,2530,0.1395,0
15.87,7,26.36,1,1,845,0.041,0
67.46,4,9.66,0,2,2716,0.5795,0
33.63,9,-999.0,0,2,2475,0.3203,0
4.73,14,2.7,0,2,997,0.1293,0
25.97,6,22.26,0,1,1770,0.2028,0
28.5,7,29.89,0,2,1763,0.1031,0
84.41,20,-999.0,0,1,2936,0.1016,0
35.38,2,20.78,0,2,1873,0.0314,0
108.9,21,18.27,1,6,2333,0.2415,0
84.91,21,8.14,0,4,1941,0.0259,0
235.09,14,32.65,0,3,2335,0.28,0
25.45,14,15.08,0,3,41,0.0889,0
23.33,19,12.97,0,5,2618,0.0753,0
65.83,20,9.52,0,3,866,0.2613,0
17.5,13,24.07,0,3,451,0.1724,0
8.13,10,30.06,0,3,1335,0.1638,0
58.47,7,1.06,0,4,915,0.1144,0
98.66,0,4.11,0,2,287,0.26,0
39.14,2,37.62,0,3,772,0.0784,0
830.79,0,17.87,1,2,577,0.0885,0
6.9,7,46.61,0,1,24,0.2251,0
6.53,5,31.26,0,3,2257,0.0913,0
11.53,12,6.62,0,3,1828,0.1961,0
20.09,14,4.46,0,2,2187,0.0226,0
112.27,15,45.72,0,3,837,0.1231,0
469.32,10,18.67,0,4,1123,0.1108,0
13.14,13,6.96,0,7,681,0.0263,0
16.45,18,1.08,0,4,1090,0.3494,0
23.08,22,5.89,0,5,1298,0.0107,0
62.74,17,4.81,0,1,2962,0.1965,0
47.8,2,-999.0,0,4,188,0.1639,0
28.54,14,29.26,0,2,2702,0.2404,0
115.11,2,21.74,0,1,1304,0.281,0
27.72,23,8.07,0,4,326,0.5087,0
100.81,8,21.53,0,3,1854,0.312,0
15.13,13,13.8,0,5,2794,0.1314,0
64.57,7,17.49,0,6,1641,0.2672,0
26.27,8,8.92,0,4,1173,0.0423,0
39.36,8,6.06,0,5,1787,0.4315,0
17.81,20,30.28,0,3,1825,0.1449,0
6.89,22,4.43,0,3,1966,0.077,0
74.46,13,0.7,0,0,2677,0.3192,0
10.15,16,27.58,0,1,1478,0.338,0
24.32,20,51.69,0,2,1417,0.1458,0
203.01,0,59.9,0,5,2269,0.3393,1
29.12,6,-999.0,0,3,1431,0.2092,0
30.3,6,5.1,0,3,732,0.0733,0
57.36,1,38.69,0,3,1366,0.4164,0
49.71,20,-999.0,0,5,1517,0.148,0
243.84,14,13.89,0,4,730,0.4035,0
66.75,4,21.09,0,5,417,0.1258,0
50.04,20,11.48,0,2,628,0.1317,0
51.87,5,27.99,0,2,860,0.1801,0
67.97,19,10.93,0,4,1562,0.3087,0
43.49,18,55.37,0,2,981,0.5206,0
145.05,4,-999.0,0,4,1076,0.0404,0
5.1,14,3.61,0,1,153,0.4831,0
349.39,17,-999.0,1,5,1045,0.0561,0
64.8,6,30.69,1,3,720,0.0491,0
46.53,23,11.28,0,7,2849,0.2761,0
18.35,4,26.43,0,3,2885,0.4763,0
68.48,19,23.27,0,1,2463,0.2363,0
9.31,2,5.49,0,3,185,0.2429,0
83.56,17,17.98,0,6,2176,0.0867,0
38.33,8,26.26,0,4,2061,0.0178,0
22.15,6,9.54,1,2,1201,0.5977,0
62.0,16,2.01,0,1,2160,0.1166,0
77.44,4,4.84,0,3,2392,0.2144,0
135.42,9,18.73,0,8,1482,0.1978,0
72.22,20,30.22,0,3,1442,0.0621,0
93.78,8,17.74,0,3,1392,0.2146,0
22.5,11,21.44,0,7,1267,0.2106,0
38.36,21,18.35,0,1,1926,0.0743,0
32.3,10,15.5,0,4,2256,0.321,0
92.59,4,12.92,0,1,2468,0.2417,0
85.91,11,29.17,0,9,2808,0.2607,0
22.69,15,9.52,0,2,556,0.299,0
83.3,1,15.96,0,1,509,0.1544,0
107.18,1,32.67,0,3,436,0.1435,0
29.71,13,3.36,0,3,1569,0.1132,0
44.0,11,5.69,0,5,1139,0.2015,0
71.6,0,37.17,0,4,2103,0.1318,0
415.3,0,16.15,0,4,1416,0.401,0
141.35,16,55.49,0,2,1781,0.2282,0
25.27,20,23.7,0,3,229,0.5198,0
35.06,5,32.07,0,4,1706,0.4388,0
7.18,10,1.99,0,3,2059,0.1533,0
26.26,5,4.3,0,5,1415,0.2447,0
56.63,1,26.7,0,3,1497,0.2515,0
124.81,3,9.61,0,4,413,0.154,0
41.24,16,60.03,1,2,700,0.1848,1
580.43,17,8.82,0,2,2157,0.1357,0
39.38,8,26.93,0,3,2675,0.44,0
11.79,11,44.14,0,3,258,0.0703,0
11.39,22,-999.0,0,5,199,0.0624,0
110.82,16,13.33,0,1,2325,0.052,0
52.97,11,31.2,0,2,2842,0.1407,0
16.27,11,58.09,0,4,1132,0.1941,0
180.42,13,30.06,0,6,2070,0.5943,0
1.61,14,7.26,0,2,445,0.1598,0
30.61,23,9.98,0,3,2586,0.4006,0
52.26,6,109.38,0,1,2413,0.2094,0
126.02,13,27.59,0,5,2807,0.184,0
34.45,20,10.0,1,6,326,0.1883,0
16.2,5,18.96,0,7,2923,0.4099,0
22.73,8,9.0,0,2,1438,0.0211,0
15.64,1,23.24,0,3,2942,0.1957,0
119.45,11,8.34,0,1,218,0.178,0
29.44,22,12.49,0,2,2429,0.2425,0
43.97,23,52.49,0,5,1141,0.235,0
58.84,17,11.63,0,5,1932,0.0649,0
26.78,0,40.84,0,7,2806,0.0786,0
89.41,13,10.95,0,1,2902,0.2442,0
35.74,11,-999.0,0,5,2702,0.1245,0
39.91,19,38.52,0,6,1662,0.046,0
93.59,11,0.58,0,5,2286,0.0689,0
14.07,18,16.91,0,6,333,0.1642,0
31.2,3,40.23,0,2,58,0.2575,0
173.65,14,7.49,1,2,2386,0.1038,0
27.56,11,68.2,0,10,2292,0.2313,0
